60.2626 -60.4069
47.8422 -74.2247
46.9649 -46.9176
48.3336 -61.7409
50.6368 -65.0614
47.5241 -50.1941
58.8702 -72.6298
66.6235 -79.1052
57.2176 -67.0367
44.6153 -61.2247
72.4669 -74.2707
68.1328 -65.5939
84.5255 -51.1554
65.8342 -58.2940
49.8209 -70.3981
45.2336 -64.0423
42.0364 -60.9868
43.6936 -56.3609
47.4852 -59.2970
65.0549 -87.2387
58.8894 103.4847
62.7988 128.0968
41.3211 123.9308
53.1227 -179.4242
58.5822 140.3369
46.6352 132.9895
39.9787 165.8808
39.6117 157.0370
56.8718 171.3850
41.4180 178.7455
56.0718 141.5832
41.1797 131.7774
47.1671 111.5278
66.3928 131.2589
60.2275 90.4323
64.2514 113.2108
62.3486 120.6387
62.6595 130.1327
50.6763 137.2114
54.1854 141.3763
48.8325 80.7724
82.4397 116.5289
46.0186 164.8618
50.1853 144.4195
32.0527 159.0413
46.1807 146.3170
28.0699 151.4269
51.6683 137.5345
65.5496 135.6941
49.8798 148.4252
31.4433 102.3013
37.8292 114.2078
47.0762 109.0312
48.8748 157.7805
50.0972 145.5408
52.7272 121.0075
55.1277 137.5673
61.0110 139.8182
51.8282 153.4241
56.6963 178.6869
39.9762 60.8121
45.4162 72.1590
44.6635 113.1422
47.3704 140.1775
46.0970 140.0501
44.5812 150.9489
45.7591 161.9160
48.9572 104.0179
28.3296 90.3445
63.3170 61.5997
49.9669 90.4686
53.5578 117.7638
65.7140 128.0682
40.3190 138.5763
46.4889 145.7859
47.9832 140.5712
48.5166 144.1070
49.3536 134.1109
59.8117 91.8299
74.3910 139.2594
49.1063 110.8457
64.7674 86.6317
41.2904 139.5564
21.2715 158.3144
32.7410 121.5725
39.6834 126.1709
39.6740 127.9327
57.0135 129.8688
58.1251 138.8589
49.7213 131.6538
59.0750 67.7893
44.7679 130.7906
62.2186 156.3669
59.9839 145.1153
67.6714 132.8421
54.0402 132.2573
60.0073 140.2930
36.7690 153.7373
47.0732 139.1902
36.0330 153.9746
50.1874 101.4788
62.9990 140.9990
46.5681 148.1536
56.1137 133.2330
29.9442 120.8621
50.2594 153.6308
45.6692 125.7514
33.9223 67.6505
50.2044 88.0840
51.1808 83.7841
46.8332 106.3313
56.6650 136.1458
50.4105 140.8286
39.0677 152.6498
49.5378 173.8046
47.8819 138.3152
59.4764 160.4483
49.0872 152.9142
26.0265 123.9593
53.3989 157.4253
50.9905 133.1797
61.9893 131.8520
62.3210 131.2291
49.8236 146.4213
75.4249 136.3636
40.6982 90.8816
45.4272 122.0339
44.5412 132.3920
57.5957 152.4850
60.1069 129.9029
75.0696 101.6183
52.0205 114.2558
62.6180 120.8907
45.3983 125.6584
42.5199 121.4060
52.8878 119.5686
65.9135 134.2769
42.4410 152.3202
59.8706 138.4650
74.4340 108.3088
45.3974 168.7720
56.3329 153.2182
40.8682 136.5929
55.6557 92.4048
50.7293 113.0299
35.9676 172.3477
54.8553 148.9163
55.9591 138.5831
52.4988 131.6632
43.8638 162.9418
60.8061 101.7962
68.9965 -171.7440
61.4397 144.7519
60.1856 151.3347
38.7330 144.2890
50.2937 146.3845
58.3450 147.9790
44.1075 167.2175
55.3868 137.3003
42.7596 105.7816
71.0330 122.1349
32.6353 132.8211
37.7935 107.8624
57.6523 150.1694
53.0487 166.5464
43.4142 147.7036
39.1395 142.8112
57.9597 146.8475
35.7052 146.3421
48.5462 118.7348
53.3468 152.7419
49.8663 115.6583
50.0840 126.2327
46.0462 148.1947
65.9492 144.2762
64.6341 145.0283
65.5648 142.8233
39.4461 127.1200
50.1713 172.0478
51.1193 143.3040
58.6805 118.4042
47.5161 121.3681
54.9941 144.8764
62.8278 166.7499
67.6923 131.8974
14.3603 73.7751
-62.2636 164.4322
-74.6526 159.2052
-99.8359 141.8389
-152.1303 144.7370
68.0922 148.8492
64.1400 138.2623
44.0284 131.0400
41.0470 113.8684
51.9024 103.6954
49.1445 102.1876
48.2563 157.0306
55.5147 114.5312
56.2014 171.1000
46.1753 151.8530
45.1713 112.7641
41.3124 137.4881
48.9257 160.7356
71.3581 139.8166
52.7010 134.4241
62.6646 148.8762
54.6734 164.6756
28.3814 152.7107
55.3999 103.7956
53.0654 143.4274
65.0996 122.5432
45.3705 140.5019
50.4037 138.3143
61.8272 152.9722
33.3846 131.4220
57.0593 135.5557
56.8698 134.3617
39.0305 155.9451
31.5920 165.1406
48.5902 138.2344
64.1551 164.7944
60.5522 152.7627
48.7714 143.1741
57.6030 168.1448
52.1929 159.3943
50.9038 141.6258
54.6961 145.8430
52.4065 168.4759
49.5692 153.1315
50.1115 126.8785
49.1023 138.3886
56.1121 137.1519
46.6110 156.2694
45.9903 168.3675
45.6809 138.3804
28.6524 145.6592
50.6982 163.4546
65.0404 137.4427
54.0103 137.4935
43.2722 142.3352
73.5101 147.3430
52.2999 146.4214
57.0828 148.7660
58.3315 144.3558
64.1107 120.0403
49.7231 133.4738
59.1655 -176.9611
26.2027 137.0900
50.5551 127.1181
52.5395 152.4602
48.6053 118.9701
75.6539 143.2312
58.5731 158.4427
74.0888 156.9788
54.6547 144.0885
54.9572 155.0487
60.2100 166.2069
55.0217 122.1610
56.8028 147.9599
28.1967 156.1863
55.1994 144.9991
43.4660 166.3679
69.0305 143.2710
39.6881 133.0730
71.0549 100.4334
60.6368 153.2043
50.5028 156.8780
50.5623 135.1029
60.8101 101.0757
33.8711 129.1002
58.3975 161.4754
43.8756 142.4682
57.1702 125.9381
59.2898 108.2438
59.4556 132.1143
70.3297 130.4779
55.6410 139.9697
33.5716 133.6263
48.0804 145.1774
46.9865 156.3848
60.6998 163.2867
60.2148 132.1498
61.5546 121.2753
72.1658 106.5059
45.8072 142.6694
52.9346 124.3020
57.3746 144.6809
49.0760 115.3302
44.1876 168.6019
52.3948 155.2020
61.9420 -80.8391
59.5531 -40.5064
67.3595 -44.2333
60.7357 -55.9386
35.1294 -41.0713
58.1884 -63.4863
51.9337 -66.6961
42.7176 -63.7058
68.2012 -66.5536
58.2764 -60.1178
48.4368 -68.4630
48.9253 -61.1328
56.4201 -47.3146
46.6039 -59.0927
41.0699 -57.3169
54.1068 -52.7192
46.2270 -64.3877
44.7775 -44.6578
49.5212 -68.9098
60.7298 -47.2673
51.3622 -67.4838
51.3328 -59.5622
66.3519 -53.1690
54.1980 -74.8308
42.3948 -66.4539
42.8800 -58.8393
50.4893 -48.9979
63.6076 -57.1738
61.0451 -90.3281
41.1545 -63.9506
65.2343 -84.2115
52.2737 -55.5223
44.2179 -54.6558
51.9429 -75.7621
58.4041 -173.1172
48.5512 179.7246
49.8457 -173.9960
48.8448 149.7123
44.4415 152.6692
68.3737 131.7680
51.5327 -50.4039
68.9524 -63.0577
54.2798 -60.5859
46.4720 -66.7273
50.1241 -33.2238
80.3772 -57.5629
59.6509 -53.6619
67.5009 -93.6223
54.6711 -46.3164
66.0083 -61.2024
60.3960 -40.9896
55.0279 -51.8922
60.1022 -65.9479
44.7970 -63.9132
58.7118 -59.5579
70.9886 -86.0001
66.7685 -21.4935
36.6740 -78.2732
42.5818 -66.1948
50.8578 -159.3330
